date,adm_level,adm_id,PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
1981-01-01,1,2228,NG023,952.0,2.2016807,1.4741946,,,,,111.2367,,,final
1981-01-11,1,2228,NG023,952.0,1.2857143,1.4584733,,,,,97.32508,,,final
1981-01-21,1,2228,NG023,952.0,2.1302521,2.1438024,5.617647,5.0764704,,,99.81032,105.3707,,final
1981-02-01,1,2228,NG023,952.0,0.91071427,2.3435574,4.3266807,5.945833,,,80.488434,85.207596,,final
1981-02-11,1,2228,NG023,952.0,1.8119748,3.6236343,4.8529415,8.110994,,,78.99192,75.15022,,final
1981-02-21,1,2228,NG023,952.0,3.605042,4.2405114,6.327731,10.207703,,,93.12301,74.4868,,final
1981-03-01,1,2228,NG023,952.0,7.0514708,10.483893,12.468488,18.34804,,,77.832306,74.81779,,final
1981-03-11,1,2228,NG023,952.0,12.856092,14.819853,23.512606,29.544258,,,90.09196,82.53935,,final
1981-03-21,1,2228,NG023,952.0,12.97374,13.104482,32.8813,38.40823,44.826683,53.6924,99.277855,87.26756,84.8946,final
1981-04-01,1,2228,NG023,952.0,9.594538,31.563866,35.42437,59.4882,52.219536,83.782074,39.91519,62.684906,64.449425,final
1981-04-11,1,2228,NG023,952.0,16.134455,34.57822,38.702732,79.24657,67.068275,116.90182,53.399204,51.874794,59.119934,final
1981-04-21,1,2228,NG023,952.0,33.036766,35.06236,58.76576,101.204445,97.97479,149.82037,94.9439,60.040577,66.51243,final
1981-05-01,1,2228,NG023,952.0,71.71534,59.0472,120.88656,128.68777,168.77942,206.52402,119.77938,94.1646,82.15588,final
1981-05-11,1,2228,NG023,952.0,31.352942,52.34923,136.10504,146.45879,198.32037,255.24962,63.388718,93.16399,78.12513,final
1981-05-21,1,2228,NG023,952.0,62.683823,59.221954,165.7521,170.61838,257.39917,310.23105,105.39048,97.229065,83.24027,final
1981-06-01,1,2228,NG023,952.0,43.419117,67.94923,137.45589,179.52042,293.7668,367.69638,66.373726,77.20332,80.16359,final
1981-06-11,1,2228,NG023,952.0,66.02521,56.49009,172.12814,183.66127,346.9359,409.36664,115.50676,93.886856,84.93346,final
1981-06-21,1,2228,NG023,952.0,97.036766,62.237534,206.48108,186.67686,430.99896,458.4997,151.75566,110.332085,94.06672,final
1981-07-01,1,2228,NG023,952.0,65.132355,65.15301,228.19434,183.88063,486.53677,492.08884,99.97056,123.46122,98.88309,final
1981-07-11,1,2228,NG023,952.0,67.05567,67.22136,229.2248,194.61191,537.458,524.732,99.770584,117.34009,102.40235,final
1981-07-21,1,2228,NG023,952.0,75.31408,73.7999,207.5021,206.17427,579.7353,563.4695,101.921555,100.628784,102.861336,final
1981-08-01,1,2228,NG023,952.0,53.30357,65.67948,195.67332,206.70074,561.32355,570.1018,82.49009,94.79104,98.47362,final
1981-08-11,1,2228,NG023,952.0,88.02416,74.19377,216.64182,213.67314,617.99475,591.94635,117.464,101.35758,104.36361,final
1981-08-21,1,2228,NG023,952.0,74.04832,95.11628,215.37604,234.98953,629.35925,627.84064,78.95651,91.827354,100.23997,final
1981-09-01,1,2228,NG023,952.0,101.72374,73.10963,263.7962,242.41968,687.6639,633.00104,136.63327,108.639786,108.56783,final
1981-09-11,1,2228,NG023,952.0,61.02626,79.24685,236.79832,247.47276,682.6649,655.7578,78.372375,95.77205,104.07215,final
1981-09-21,1,2228,NG023,952.0,94.989494,81.02357,257.7395,233.38004,680.6176,674.5438,116.23501,110.21875,100.89381,final
1981-10-01,1,2228,NG023,952.0,53.52626,52.183228,209.542,212.45364,669.01154,661.57404,102.34865,98.661026,101.115776,final
1981-10-11,1,2228,NG023,952.0,33.733192,54.911522,182.24893,188.11832,635.6891,649.2642,64.65066,96.96073,97.92513,final
1981-10-21,1,2228,NG023,952.0,66.882355,57.309803,154.14182,164.40456,627.2573,632.7741,115.36284,93.94187,99.134995,final
1981-11-01,1,2228,NG023,952.0,8.257353,6.925875,108.8729,119.1472,582.21106,574.0205,111.16462,91.7241,101.41455,final
1981-11-11,1,2228,NG023,952.0,0.92436975,1.8646709,76.06408,66.10035,495.11136,501.6914,86.302315,114.01361,98.70137,final
1981-11-21,1,2228,NG023,952.0,0.48634455,1.1265407,9.668067,9.917087,421.54938,407.7017,89.55044,98.33064,103.35537,final
1981-12-01,1,2228,NG023,952.0,1.3792017,2.5570378,2.789916,5.5482492,321.20486,337.1491,84.414055,73.85032,95.33997,final
1981-12-11,1,2228,NG023,952.0,1.0367647,1.8338585,2.9023108,5.517437,261.21536,259.7361,88.33611,75.13533,100.55876,final
1981-12-21,1,2228,NG023,952.0,1.3907562,1.8489146,3.8067226,6.239811,167.6166,180.56145,93.31049,78.35294,93.02395,final
1982-01-01,1,2228,NG023,952.0,1.75,1.4741946,4.1775208,5.2865195,115.84034,128.31317,104.26008,89.21891,90.64396,final
1982-01-11,1,2228,NG023,952.0,1.7268908,1.4584733,4.867647,4.8163867,83.83404,75.55266,104.15605,100.52219,110.2807,final
1982-01-21,1,2228,NG023,952.0,5.3413863,2.1438024,8.818277,5.0764704,22.293068,21.09545,144.76025,137.1341,104.58938,final
1982-02-01,1,2228,NG023,952.0,2.5315125,2.3435574,9.59979,5.945833,16.567226,16.871464,102.55945,133.38217,98.60898,final
1982-02-11,1,2228,NG023,952.0,3.7804623,3.6236343,11.653361,8.110994,19.423317,18.645973,101.81859,127.018295,103.28742,final
1982-02-21,1,2228,NG023,952.0,16.507353,4.2405114,22.819328,10.207703,35.44433,21.755041,232.75067,182.9292,151.16525,final
1982-03-01,1,2228,NG023,952.0,8.235294,10.483893,28.52311,18.34804,42.30042,29.58039,85.47781,143.57997,136.78394,final
1982-03-11,1,2228,NG023,952.0,19.95063,14.819853,44.693275,29.544258,61.214283,42.471638,125.88706,143.85394,139.48177,final
1982-03-21,1,2228,NG023,952.0,28.633404,13.104482,56.81933,38.40823,88.45693,53.6924,185.77393,142.41385,159.23174,final
1982-04-01,1,2228,NG023,952.0,26.27311,31.563866,74.85715,59.4882,112.98004,83.782074,85.5301,123.83218,132.88724,final
1982-04-11,1,2228,NG023,952.0,39.085083,34.57822,93.99159,79.24657,150.33823,116.90182,111.38723,117.50223,127.42897,final
1982-04-21,1,2228,NG023,952.0,37.12815,35.06236,102.48634,101.204445,182.125,149.82037,105.15645,101.20701,120.86588,final
1982-05-01,1,2228,NG023,952.0,49.54517,59.0472,125.75841,128.68777,229.13864,206.52402,85.16403,97.8088,110.691284,final
1982-05-11,1,2228,NG023,952.0,29.814075,52.34923,116.4874,146.45879,255.17226,255.24962,60.705395,80.21152,99.97026,final
1982-05-21,1,2228,NG023,952.0,86.809875,59.221954,166.16913,170.61838,325.4748,310.23105,142.95715,97.46652,104.83574,final
1982-06-01,1,2228,NG023,952.0,68.617645,67.94923,185.2416,179.52042,385.85715,367.69638,100.916275,103.10056,104.8728,final
1982-06-11,1,2228,NG023,952.0,25.767857,56.49009,181.19537,183.66127,391.67438,409.36664,50.037098,98.69295,95.730286,final
1982-06-21,1,2228,NG023,952.0,45.910713,62.237534,140.2962,186.67686,408.95166,458.4997,75.7177,75.80268,89.31002,final
1982-07-01,1,2228,NG023,952.0,67.73004,65.15301,139.40862,183.88063,450.4086,492.08884,103.67345,76.45496,91.615135,final
1982-07-11,1,2228,NG023,952.0,56.22374,67.22136,169.8645,194.61191,467.54724,524.732,84.77234,87.60224,89.20496,final
1982-07-21,1,2228,NG023,952.0,43.03046,73.7999,166.98424,206.17427,473.4496,563.4695,60.952442,81.44185,84.16452,final
1982-08-01,1,2228,NG023,952.0,25.363445,65.67948,124.617645,206.70074,449.26785,570.1018,42.95935,61.226826,78.98912,final
1982-08-11,1,2228,NG023,952.0,31.44958,74.19377,99.84348,213.67314,450.90335,591.94635,46.025814,47.945293,76.37258,final
1982-08-21,1,2228,NG023,952.0,59.261555,95.11628,116.074585,234.98953,423.35504,627.84064,64.18691,50.449944,67.68767,final
1982-09-01,1,2228,NG023,952.0,69.70378,73.10963,160.41492,242.41968,424.44116,633.00104,95.639656,66.85601,67.31042,final
1982-09-11,1,2228,NG023,952.0,61.888657,79.24685,190.85399,247.47276,460.562,655.7578,79.396034,77.57431,70.4588,final
1982-09-21,1,2228,NG023,952.0,56.714287,81.02357,188.30673,233.38004,471.3656,674.5438,71.74114,81.09183,70.10079,final
1982-10-01,1,2228,NG023,952.0,74.41071,52.183228,193.01366,212.45364,478.0462,661.57404,138.87064,91.060165,72.467,final
1982-10-11,1,2228,NG023,952.0,45.8729,54.911522,176.9979,188.11832,467.69537,649.2642,84.913376,94.24165,72.24839,final
1982-10-21,1,2228,NG023,952.0,45.28046,57.309803,165.56407,164.40456,469.94537,632.7741,80.6943,100.68446,74.469215,final
1982-11-01,1,2228,NG023,952.0,3.9894958,6.925875,95.14285,119.1472,448.5714,574.0205,75.37808,80.664604,78.33425,final
1982-11-11,1,2228,NG023,952.0,1.992647,1.8646709,51.2626,66.10035,419.11447,501.6914,101.86428,79.131256,83.70272,final
1982-11-21,1,2228,NG023,952.0,0.6344538,1.1265407,6.6165967,9.917087,360.4874,407.7017,91.96795,77.87443,88.55971,final
1982-12-01,1,2228,NG023,952.0,1.7037815,2.5570378,4.3308825,5.5482492,292.48743,337.1491,88.709114,88.45907,86.94672,final
1982-12-11,1,2228,NG023,952.0,1.2415966,1.8338585,3.579832,5.517437,231.84033,259.7361,91.33342,81.57721,89.4628,final
1982-12-21,1,2228,NG023,952.0,1.6659664,1.8489146,4.6113443,6.239811,176.79202,180.56145,97.3288,85.51162,97.968636,final
1983-01-01,1,2228,NG023,952.0,1.0619748,1.4741946,3.9695377,5.2865195,103.443275,128.31317,93.63287,87.19701,81.34476,final
1983-01-11,1,2228,NG023,952.0,0.9842437,1.4584733,3.7121847,4.8163867,58.554615,75.55266,92.65726,88.75144,78.898224,final
1983-01-21,1,2228,NG023,952.0,1.2647059,2.1438024,3.3109243,5.0764704,14.538864,21.09545,87.69427,82.47853,74.8746,final
1983-02-01,1,2228,NG023,952.0,1.769958,2.3435574,4.0189075,5.945833,12.319328,16.871464,92.18908,82.395805,79.186874,final
1983-02-11,1,2228,NG023,952.0,2.9936974,3.6236343,6.0283613,8.110994,13.320378,18.645973,92.69522,84.11537,77.47779,final
1983-02-21,1,2228,NG023,952.0,2.4905462,4.2405114,7.254202,10.207703,15.17647,21.755041,81.062035,80.57892,75.41184,final
1983-03-01,1,2228,NG023,952.0,2.9558823,10.483893,8.440125,18.34804,16.428572,29.58039,51.381664,57.56426,61.967407,final
1983-03-11,1,2228,NG023,952.0,4.0934873,14.819853,9.539915,29.544258,19.280462,42.471638,45.8807,42.090683,51.1473,final
1983-03-21,1,2228,NG023,952.0,18.557774,13.104482,25.607143,38.40823,36.172268,53.6924,130.12123,70.51,70.14923,final
1983-04-01,1,2228,NG023,952.0,34.641808,31.563866,57.293068,59.4882,69.752106,83.782074,108.417984,96.59606,84.197296,final
1983-04-11,1,2228,NG023,952.0,9.463235,34.57822,62.662815,79.24657,78.231094,116.90182,36.54342,80.315216,68.27715,final
1983-04-21,1,2228,NG023,952.0,14.108193,35.06236,58.213234,101.204445,91.07458,149.82037,47.696125,59.52033,62.05551,final
1983-05-01,1,2228,NG023,952.0,49.92752,59.0472,73.49895,128.68777,139.23215,206.52402,85.76101,58.71812,68.187126,final
1983-05-11,1,2228,NG023,952.0,58.138657,52.34923,122.17437,146.45879,194.37709,255.24962,110.09504,83.966324,76.60994,final
1983-05-21,1,2228,NG023,952.0,63.141808,59.221954,171.20798,170.61838,255.02835,310.23105,106.1036,100.33573,82.48818,final
1983-06-01,1,2228,NG023,952.0,76.66807,67.94923,197.94853,179.52042,328.74054,367.69638,111.951935,109.98703,89.54757,final
1983-06-11,1,2228,NG023,952.0,70.21008,56.49009,210.01996,183.66127,394.85715,409.36664,122.31253,113.971436,96.4984,final
1983-06-21,1,2228,NG023,952.0,30.309874,62.237534,177.18802,186.67686,406.60925,458.4997,52.515125,95.04956,88.80464,final
1983-07-01,1,2228,NG023,952.0,50.19958,65.15301,150.71954,183.88063,422.16702,492.08884,78.684555,82.44336,85.93374,final
1983-07-11,1,2228,NG023,952.0,63.044117,67.22136,143.55357,194.61191,475.74792,524.732,94.21605,74.421196,90.75305,final
1983-07-21,1,2228,NG023,952.0,21.336134,73.7999,134.57983,206.17427,482.97583,563.4695,33.421535,66.09699,85.84029,final
1983-08-01,1,2228,NG023,952.0,62.490547,65.67948,146.87079,206.70074,495.53888,570.1018,95.488174,71.73843,87.03483,final
1983-08-11,1,2228,NG023,952.0,17.594538,74.19377,101.42122,213.67314,454.99475,591.94635,28.530703,48.666798,77.05797,final
1983-08-21,1,2228,NG023,952.0,66.21744,95.11628,146.30252,234.98953,458.07037,627.84064,71.13472,63.045467,73.173294,final
1983-09-01,1,2228,NG023,952.0,53.885506,73.10963,137.69748,242.41968,435.2878,633.00104,75.38828,57.674263,69.01051,final
1983-09-11,1,2228,NG023,952.0,51.22794,79.24685,171.33089,247.47276,416.30566,655.7578,66.74189,69.841545,63.760983,final
1983-09-21,1,2228,NG023,952.0,71.82878,81.02357,176.94223,233.38004,457.8246,674.5438,89.31132,76.32444,68.10813,final
1983-10-01,1,2228,NG023,952.0,15.637605,52.183228,138.69432,212.45364,423.2626,661.57404,36.09031,66.08044,64.248314,final
1983-10-11,1,2228,NG023,952.0,23.005253,54.911522,110.471634,188.11832,383.22372,649.2642,46.744354,59.793205,59.337456,final
1983-10-21,1,2228,NG023,952.0,6.9033613,57.309803,45.54622,164.40456,368.79095,632.7741,19.103514,29.837578,58.608673,final
1983-11-01,1,2228,NG023,952.0,2.747899,6.925875,32.656513,119.1472,309.0483,574.0205,64.96713,30.332148,54.237854,final
1983-11-11,1,2228,NG023,952.0,4.602941,1.8646709,14.254202,66.10035,296.0567,501.6914,139.88933,27.080318,59.416187,final
1983-11-21,1,2228,NG023,952.0,1.0178572,1.1265407,8.368697,9.917087,230.85713,407.7017,98.22602,89.62003,57.14954,final
1983-12-01,1,2228,NG023,952.0,4.404412,2.5570378,10.025209,5.5482492,181.37604,337.1491,124.44574,142.44267,54.472168,final
1983-12-11,1,2228,NG023,952.0,3.6817226,1.8338585,9.1039915,5.517437,133.82983,259.7361,127.03984,134.10103,52.440834,final
1983-12-21,1,2228,NG023,952.0,2.427521,1.8489146,10.513655,6.239811,64.428566,180.56145,108.44815,138.02417,37.4154,final
1984-01-01,1,2228,NG023,952.0,1.0745798,1.4741946,7.183823,5.2865195,49.865543,128.31317,93.827576,118.44455,41.15538,final
1984-01-11,1,2228,NG023,952.0,1.0063025,1.4584733,4.5084033,4.8163867,27.866596,75.55266,92.998795,96.862564,40.80138,final
1984-01-21,1,2228,NG023,952.0,1.2079831,2.1438024,3.2888656,5.0764704,22.171217,21.09545,86.90026,82.25962,104.12244,final
1984-02-01,1,2228,NG023,952.0,1.2531513,2.3435574,3.4674368,5.945833,20.676468,16.871464,85.15153,77.35763,117.39712,final
1984-02-11,1,2228,NG023,952.0,1.9170169,3.6236343,4.3781514,8.110994,17.990547,18.645973,80.21,71.52891,97.22817,final
1984-02-21,1,2228,NG023,952.0,1.8151261,4.2405114,4.9852943,10.207703,18.787815,21.755041,73.75269,65.659454,88.90965,final
1984-03-01,1,2228,NG023,952.0,11.1029415,10.483893,14.835085,18.34804,25.486343,29.58039,103.99802,84.953964,88.16078,final
1984-03-11,1,2228,NG023,952.0,12.289916,14.819853,25.207985,29.544258,34.09454,42.471638,87.235344,87.4472,82.35347,final
1984-03-21,1,2228,NG023,952.0,16.292017,13.104482,39.684875,38.40823,47.959038,53.6924,117.60634,102.941025,90.23151,final
1984-04-01,1,2228,NG023,952.0,25.058823,31.563866,53.640755,59.4882,71.943275,83.782074,82.20909,90.93253,86.66533,final
1984-04-11,1,2228,NG023,952.0,40.45378,34.57822,81.80462,79.24657,111.390755,116.90182,114.84544,103.03639,95.479095,final
1984-04-21,1,2228,NG023,952.0,29.008404,35.06236,94.52101,101.204445,139.19118,149.82037,84.88867,93.707016,93.1345,final
1984-05-01,1,2228,NG023,952.0,73.05357,59.0472,142.51576,128.68777,210.9916,206.52402,121.868835,110.34349,102.11209,final
1984-05-11,1,2228,NG023,952.0,40.609245,52.34923,142.67123,146.45879,249.68384,255.24962,79.52896,97.49929,97.86136,final
1984-05-21,1,2228,NG023,952.0,65.61555,59.221954,179.27837,170.61838,313.48425,310.23105,109.95547,104.93114,101.032005,final
1984-06-01,1,2228,NG023,952.0,74.75,67.94923,180.9748,179.52042,377.1313,367.69638,109.32261,100.788185,102.531525,final
1984-06-11,1,2228,NG023,952.0,72.788864,56.49009,213.1544,183.66127,437.63025,409.36664,126.50634,115.63286,106.820915,final
1984-06-21,1,2228,NG023,952.0,53.232143,62.237534,200.77101,186.67686,474.5704,458.4997,86.606606,107.35308,103.46725,final
1984-07-01,1,2228,NG023,952.0,57.636555,65.15301,183.65756,183.88063,507.14813,492.08884,89.28563,99.8819,103.0295,final
1984-07-11,1,2228,NG023,952.0,87.420166,67.22136,198.28886,194.61191,554.1145,524.732,127.96792,101.84206,105.54668,final
1984-07-21,1,2228,NG023,952.0,101.27416,73.7999,246.33087,206.17427,626.38025,563.4695,134.86588,119.01586,111.06669,final
1984-08-01,1,2228,NG023,952.0,85.09979,65.67948,273.79413,206.70074,638.42645,570.1018,127.476585,131.69257,111.88045,final
1984-08-11,1,2228,NG023,952.0,85.79832,74.19377,272.17227,213.67314,683.61554,591.94635,114.65336,126.75186,115.35635,final
1984-08-21,1,2228,NG023,952.0,81.55042,95.11628,252.44852,234.98953,699.5504,627.84064,86.4499,107.27489,111.33141,final
1984-09-01,1,2228,NG023,952.0,62.64706,73.10963,229.9958,242.41968,687.44745,633.00104,86.605286,94.97862,108.533905,final
1984-09-11,1,2228,NG023,952.0,79.0084,79.24685,223.20587,247.47276,693.667,655.7578,99.716965,90.38831,105.737236,final
1984-09-21,1,2228,NG023,952.0,108.64181,81.02357,250.29727,233.38004,749.07666,674.5438,132.10544,107.096756,110.96806,final
1984-10-01,1,2228,NG023,952.0,48.65546,52.183228,236.30566,212.45364,740.0956,661.57404,93.830765,110.96878,111.77987,final
1984-10-11,1,2228,NG023,952.0,47.57563,54.911522,204.8729,188.11832,700.25104,649.2642,87.75546,108.67581,107.793,final
1984-10-21,1,2228,NG023,952.0,43.516808,57.309803,139.7479,164.40456,642.49365,632.7741,77.863846,85.4451,101.52399,final
1984-11-01,1,2228,NG023,952.0,2.4054623,6.925875,93.4979,119.1472,559.7994,574.0205,62.095757,79.33961,97.54393,final
1984-11-11,1,2228,NG023,952.0,3.0388656,1.8646709,48.961136,66.10035,477.03992,501.6914,117.1049,75.89433,95.13481,final
1984-11-21,1,2228,NG023,952.0,0.6964286,1.1265407,6.1407566,9.917087,396.18594,407.7017,92.97953,74.68454,97.20967,final
1984-12-01,1,2228,NG023,952.0,1.5168067,2.5570378,5.252101,5.5482492,335.0557,337.1491,86.23493,97.192444,99.38816,final
1984-12-11,1,2228,NG023,952.0,1.1460084,1.8338585,3.3592439,5.517437,257.19327,259.7361,89.93468,79.47986,99.039474,final
1984-12-21,1,2228,NG023,952.0,1.9863446,1.8489146,4.6491594,6.239811,150.5378,180.56145,102.00659,85.84806,83.82011,final
1985-01-01,1,2228,NG023,952.0,1.507353,1.4741946,4.6397057,5.2865195,103.38971,128.31317,100.51216,93.71202,81.30457,final
1985-01-11,1,2228,NG023,952.0,2.2310925,1.4584733,5.72479,4.8163867,58.045174,75.55266,111.962875,109.253944,78.26579,final
1985-01-21,1,2228,NG023,952.0,1.7615546,2.1438024,5.5,5.0764704,16.289915,21.09545,94.64924,104.203156,81.58478,final
1985-02-01,1,2228,NG023,952.0,1.4936975,2.3435574,5.486345,5.945833,15.378151,16.871464,88.42714,95.80216,93.172325,final
1985-02-11,1,2228,NG023,952.0,1.6617647,3.6236343,4.917017,8.110994,14.001051,18.645973,77.250084,75.63894,80.35639,final
1985-02-21,1,2228,NG023,952.0,1.9044118,4.2405114,5.059874,10.207703,15.209034,21.755041,74.71894,66.14986,75.533554,final
1985-03-01,1,2228,NG023,952.0,14.194327,10.483893,17.760504,18.34804,27.886555,29.58039,123.96319,97.483574,95.101746,final
1985-03-11,1,2228,NG023,952.0,32.831932,14.819853,48.93067,29.544258,59.57248,42.471638,190.87898,156.12051,136.02328,final
1985-03-21,1,2228,NG023,952.0,33.60189,13.104482,80.62815,38.40823,91.18802,53.6924,213.21733,197.26248,163.88496,final
1985-04-01,1,2228,NG023,952.0,34.793068,31.563866,101.22689,59.4882,124.47374,83.782074,108.83168,164.72298,145.83319,final
1985-04-11,1,2228,NG023,952.0,23.332983,34.57822,91.72794,79.24657,145.57562,116.90182,71.58731,114.81529,123.52204,final
1985-04-21,1,2228,NG023,952.0,12.068277,35.06236,70.19433,101.204445,155.88235,149.82037,42.604275,70.80149,103.91549,final
1985-05-01,1,2228,NG023,952.0,44.959034,59.0472,80.36029,128.68777,199.34769,206.52402,78.00346,63.850487,96.60732,final
1985-05-11,1,2228,NG023,952.0,74.69643,52.34923,131.72374,146.45879,272.38235,255.24962,138.96686,90.271255,106.58319,final
1985-05-21,1,2228,NG023,952.0,49.17437,59.221954,168.82983,170.61838,319.6523,310.23105,84.354904,98.98157,102.988686,final
1985-06-01,1,2228,NG023,952.0,59.92332,67.94923,183.79411,179.52042,365.38132,367.69638,88.99796,102.31611,99.37884,final
1985-06-11,1,2228,NG023,952.0,80.614494,56.49009,189.71219,183.66127,413.16385,409.36664,139.23299,103.20729,100.91638,final
1985-06-21,1,2228,NG023,952.0,72.10399,62.237534,212.6418,186.67686,451.66595,458.4997,114.674034,113.5462,98.52562,final
1985-07-01,1,2228,NG023,952.0,46.712185,65.15301,199.43066,183.88063,463.58505,492.08884,73.713425,108.232735,94.265854,final
1985-07-11,1,2228,NG023,952.0,57.742645,67.22136,176.55882,194.61191,497.99475,524.732,86.875465,90.95591,94.95268,final
1985-07-21,1,2228,NG023,952.0,102.82248,73.7999,207.27731,206.17427,588.7489,563.4695,136.83073,100.52234,104.44692,final
1985-08-01,1,2228,NG023,952.0,65.24475,65.67948,225.80988,206.70074,609.03467,570.1018,99.384926,109.02648,106.76973,final
1985-08-11,1,2228,NG023,952.0,88.98529,74.19377,257.05252,213.67314,623.32355,591.94635,118.67763,119.83755,105.25629,final
1985-08-21,1,2228,NG023,952.0,70.05042,95.11628,224.28046,234.98953,644.1996,627.84064,74.96326,95.53769,102.58501,final
1985-09-01,1,2228,NG023,952.0,91.73634,73.10963,250.77205,242.41968,676.0126,633.00104,123.846886,103.37579,106.74161,final
1985-09-11,1,2228,NG023,952.0,109.96534,79.24685,271.7521,247.47276,705.3634,655.7578,136.46248,109.616615,107.507385,final
1985-09-21,1,2228,NG023,952.0,67.14496,81.02357,268.84665,233.38004,700.4044,674.5438,83.86651,114.878174,103.80558,final
1985-10-01,1,2228,NG023,952.0,35.561974,52.183228,212.67227,212.45364,689.25415,661.57404,70.93334,100.10054,104.152596,final
1985-10-11,1,2228,NG023,952.0,40.111343,54.911522,142.81827,188.11832,671.62286,649.2642,75.29661,76.542854,103.41737,final
1985-10-21,1,2228,NG023,952.0,31.771008,57.309803,107.44432,164.40456,600.57135,632.7741,59.0132,66.376205,94.95076,final
1985-11-01,1,2228,NG023,952.0,6.0136557,6.925875,77.89601,119.1472,541.34033,574.0205,92.35092,66.772354,94.35595,final
1985-11-11,1,2228,NG023,952.0,2.7195377,1.8646709,40.504204,66.10035,455.07455,501.6914,112.45314,63.999973,90.79975,final
1985-11-21,1,2228,NG023,952.0,1.4516807,1.1265407,10.184874,9.917087,386.47583,407.7017,105.307076,101.79517,94.85685,final
1985-12-01,1,2228,NG023,952.0,1.5126051,2.5570378,5.6838236,5.5482492,296.2521,337.1491,86.17934,101.28528,88.04702,final
1985-12-11,1,2228,NG023,952.0,1.4180672,1.8338585,4.382353,5.517437,187.70482,259.7361,93.91571,89.207596,72.79128,final
1985-12-21,1,2228,NG023,952.0,1.3665966,1.8489146,4.297269,6.239811,121.92647,180.56145,92.95775,82.71731,68.40131,final
1986-01-01,1,2228,NG023,952.0,1.9495798,1.4741946,4.7342434,5.2865195,88.31408,128.31317,107.342766,94.631065,69.99614,final
1986-01-11,1,2228,NG023,952.0,1.777311,1.4584733,5.0934873,4.8163867,49.98004,75.55266,104.93673,102.82283,68.25354,final
1986-01-21,1,2228,NG023,952.0,1.7972689,2.1438024,5.5241594,5.0764704,20.006302,21.09545,95.14917,104.44292,95.826294,final
1986-02-01,1,2228,NG023,952.0,4.4065127,2.3435574,7.9810925,5.945833,18.39916,16.871464,128.09206,118.59392,106.984886,final
1986-02-11,1,2228,NG023,952.0,3.945378,3.6236343,10.149159,8.110994,19.625,18.645973,103.73095,115.54546,104.14035,final
1986-02-21,1,2228,NG023,952.0,2.5945377,4.2405114,10.946428,10.207703,20.767857,21.755041,82.18742,104.857574,96.31029,final
1986-03-01,1,2228,NG023,952.0,17.106092,10.483893,23.646008,18.34804,36.361343,29.58039,142.76831,122.69128,119.60924,final
1986-03-11,1,2228,NG023,952.0,7.8665967,14.819853,27.567226,29.544258,42.80987,42.471638,64.91772,94.27682,100.7125,final
1986-03-21,1,2228,NG023,952.0,36.55357,13.104482,61.52626,38.40823,77.99685,53.6924,229.52092,153.25725,141.40988,final
1986-04-01,1,2228,NG023,952.0,20.558823,31.563866,64.97899,59.4882,96.606094,83.782074,69.90186,108.514404,114.444374,final
1986-04-11,1,2228,NG023,952.0,12.732142,34.57822,69.844536,79.24657,107.56092,116.90182,44.80278,88.83987,92.33736,final
1986-04-21,1,2228,NG023,952.0,40.028362,35.06236,73.31933,101.204445,145.792,149.82037,112.39568,73.74393,97.39803,final
1986-05-01,1,2228,NG023,952.0,47.684875,59.0472,100.44538,128.68777,189.07037,206.52402,82.25946,78.87436,91.74863,final
1986-05-11,1,2228,NG023,952.0,52.17647,52.34923,139.88971,146.45879,237.30147,255.24962,99.69876,95.662796,93.10348,final
1986-05-21,1,2228,NG023,952.0,63.058823,59.221954,162.92017,170.61838,297.76575,310.23105,105.97439,95.616516,96.04566,final
1986-06-01,1,2228,NG023,952.0,80.19853,67.94923,195.43382,179.52042,360.85822,367.69638,116.79155,108.6242,98.16522,final
1986-06-11,1,2228,NG023,952.0,40.47794,56.49009,183.73529,183.66127,393.4695,409.36664,73.959785,100.03923,96.16351,final
1986-06-21,1,2228,NG023,952.0,42.52521,62.237534,163.20168,186.67686,399.4412,458.4997,70.68256,87.75273,87.25813,final
1986-07-01,1,2228,NG023,952.0,96.80777,65.15301,179.81091,183.88063,475.69012,492.08884,145.12245,97.84535,96.70105,final
1986-07-11,1,2228,NG023,952.0,34.709034,67.22136,174.042,194.61191,497.66702,524.732,54.982395,89.69505,94.890816,final
1986-07-21,1,2228,NG023,952.0,73.77521,73.7999,205.292,206.17427,531.4139,563.4695,99.96867,99.582214,94.36107,final
1986-08-01,1,2228,NG023,952.0,44.55567,65.67948,153.03992,206.70074,528.28467,570.1018,70.113235,74.65251,92.72874,final
1986-08-11,1,2228,NG023,952.0,21.478992,74.19377,139.80988,213.67314,497.5872,591.94635,33.4357,66.22207,84.19302,final
1986-08-21,1,2228,NG023,952.0,66.46429,95.11628,132.49896,234.98953,500.99268,627.84064,71.38129,57.29373,79.95578,final
1986-09-01,1,2228,NG023,952.0,94.96218,73.10963,182.90546,242.41968,515.7563,633.00104,127.976776,75.946045,81.62311,final
1986-09-11,1,2228,NG023,952.0,57.48109,79.24685,218.90756,247.47276,532.75946,655.7578,74.16431,88.68583,81.38526,final
1986-09-21,1,2228,NG023,952.0,119.530464,81.02357,271.97372,233.38004,609.7647,674.5438,144.7632,116.18998,90.46726,final
